simulation_idx,day,simulation_condition,sleep_onset,sleep_duration,cbtmin,sleep_latency_minutes,daily_condition
10,8,regular,22.39500000000001,7.574999999999989,3.134999999999991,23.700000000000614,None
10,9,regular,22.39500000000001,7.574999999999989,3.134999999999991,23.700000000000614,None
10,10,regular,22.39500000000001,7.574999999999989,3.134999999999991,23.700000000000614,None
10,11,regular,22.394999999999982,7.5750000000000455,3.134999999999991,23.69999999999891,None
10,12,regular,22.394999999999982,7.5750000000000455,3.134999999999991,23.69999999999891,None
10,13,regular,22.394999999999982,7.5750000000000455,3.134999999999991,23.69999999999891,None
10,1,ebook_first,22.305,7.490000000000002,3.1449999999999996,18.299999999999983,None
10,2,ebook_first,22.270000000000003,7.579999999999998,2.960000000000001,16.200000000000188,eBook
10,3,ebook_first,22.28,7.549999999999997,3.0350000000000037,16.800000000000068,eBook
10,4,ebook_first,22.260000000000005,7.549999999999997,3.0049999999999955,15.600000000000307,eBook
10,5,ebook_first,22.245000000000005,7.549999999999997,2.990000000000009,14.700000000000273,eBook
10,6,ebook_first,22.235000000000014,7.554999999999978,2.9750000000000085,14.100000000000819,eBook
10,7,ebook_first,22.170000000000016,7.494999999999976,2.969999999999999,10.200000000000955,None
10,8,ebook_first,22.11500000000001,7.555000000000007,2.844999999999999,6.900000000000546,Book
10,9,ebook_first,22.080000000000013,7.530000000000001,2.8600000000000136,4.80000000000075,Book
10,10,ebook_first,22.034999999999997,7.530000000000001,2.795000000000016,2.0999999999997954,Book
10,11,ebook_first,22.0,7.53000000000003,2.75,0.0,Book
10,12,ebook_first,21.995000000000005,7.53000000000003,2.7250000000000227,0.0,Book
10,13,ebook_first,21.995000000000005,7.485000000000014,2.704999999999984,0.0,None
10,1,ebook_second,22.305,7.490000000000002,3.1449999999999996,18.299999999999983,None
10,2,ebook_second,22.200000000000003,7.555,2.960000000000001,12.00000000000017,Book
10,3,ebook_second,22.14,7.530000000000001,2.9350000000000023,8.400000000000034,Book
10,4,ebook_second,22.070000000000007,7.530000000000001,2.8400000000000034,4.200000000000443,Book
10,5,ebook_second,22.025000000000006,7.530000000000001,2.780000000000001,1.500000000000341,Book
10,6,ebook_second,21.995000000000005,7.530000000000001,2.7450000000000045,0.0,Book
10,7,ebook_second,21.995000000000005,7.490000000000009,2.719999999999999,0.0,None
10,8,ebook_second,22.060000000000002,7.5800000000000125,2.680000000000007,3.6000000000001364,eBook
10,9,ebook_second,22.14500000000001,7.555000000000007,2.8600000000000136,8.700000000000614,eBook
10,10,ebook_second,22.17500000000001,7.555000000000007,2.8950000000000102,10.500000000000682,eBook
10,11,ebook_second,22.194999999999993,7.550000000000011,2.920000000000016,11.69999999999959,eBook
10,12,ebook_second,22.204999999999984,7.555000000000007,2.9350000000000023,12.299999999999045,eBook
10,13,ebook_second,22.144999999999982,7.4950000000000045,2.9399999999999977,8.699999999998909,None
11,1,regular,22.66,7.335000000000001,3.7049999999999983,39.60000000000001,None
11,2,regular,22.655,7.340000000000003,3.705000000000002,39.30000000000007,None
11,3,regular,22.655,7.340000000000003,3.700000000000003,39.30000000000007,None
11,4,regular,22.655,7.340000000000003,3.700000000000003,39.30000000000007,None
11,5,regular,22.655,7.340000000000003,3.700000000000003,39.30000000000007,None
11,6,regular,22.655,7.340000000000003,3.700000000000003,39.30000000000007,None
11,7,regular,22.655,7.340000000000003,3.700000000000017,39.30000000000007,None
11,8,regular,22.655,7.340000000000003,3.700000000000017,39.30000000000007,None
11,9,regular,22.655,7.340000000000003,3.700000000000017,39.30000000000007,None
11,10,regular,22.655,7.340000000000003,3.700000000000017,39.30000000000007,None
