,p,k,tauc,sleep_time,number_of_switches,x_f,xc_f,n_f,H_f,S_f
99,0.8,1.0,24.7,7.395377888819488,2.0,-0.6563974151743761,-0.8928309784056228,0.14083789774766803,14.69438760750283,1.0
100,1.0,-1.0,23.5,6.765771392879451,2.0,-0.3781303151378071,-0.9551841953275834,0.11859531355277358,15.869557096320298,1.0
101,1.0,-1.0,23.8,4.6121174266083695,1.0,0.4435680935179807,0.39884022320706264,0.11859531355277421,14.797303786538686,1.0
102,1.0,-1.0,24.1,5.9362898188632105,2.0,0.1469898317616453,-1.025168405775841,0.11859531355277358,17.251212789006452,0.0
103,1.0,-1.0,24.4,5.086820737039351,1.0,-0.7113090888714221,0.2856333211855045,0.11859531355277421,14.672836200344062,1.0
104,1.0,-1.0,24.7,6.056214865708932,2.0,0.19294298206412624,-1.0318029769329213,0.11859531355277358,17.21580873255031,0.0
105,1.0,-0.5,23.5,7.380387257963773,2.0,-0.6533679306404152,-0.808264732583218,0.11859531355277358,14.720131284700054,1.0
106,1.0,-0.5,23.8,6.77576514678326,2.0,-0.3897874747937284,-0.9698521793588686,0.11859531355277358,15.788273815279801,1.0
107,1.0,-0.5,24.1,6.825733916302311,1.0,-0.907067525777681,-0.485203939240713,0.11859531355277421,14.147652951126325,1.0
108,1.0,-0.5,24.4,4.332292317301686,1.0,0.6128876414759512,0.15597084918968682,0.11859531355277421,14.83039454586055,1.0
109,1.0,-0.5,24.7,5.966271080574641,2.0,0.14861443717746464,-1.0448003630592853,0.11859531355277358,17.242974594284266,0.0
110,1.0,0.0,23.5,7.400374765771393,1.0,-0.8240288283090131,-0.6258795699296124,0.11859531355277421,13.912366916715245,1.0
111,1.0,0.0,23.8,7.445346658338538,2.0,-0.6784988777710111,-0.8076679577499912,0.11859531355277358,14.608828445280423,1.0
112,1.0,0.0,24.1,6.975640224859463,2.0,-0.478557952069838,-0.9492055524534186,0.11859531355277358,15.428647701171862,1.0
113,1.0,0.0,24.4,6.440974391005621,2.0,-0.2113718426761655,-1.044505190116216,0.11859531355277358,16.413893801278448,1.0
114,1.0,0.0,24.7,5.4815740162398505,2.0,0.21119401540092275,-1.0152753327377944,0.11859531355277358,17.350036533209813,0.0
115,1.0,0.5,23.5,6.960649594003748,1.0,-0.9076709899424935,-0.3699115314749118,0.11859531355277421,14.067326151571931,1.0
116,1.0,0.5,23.8,7.445346658338538,1.0,-0.8331999210845311,-0.6259262860094195,0.11859531355277421,13.896166623317256,1.0
117,1.0,0.5,24.1,7.510306058713304,2.0,-0.7045026493004032,-0.8044908038600199,0.11859531355277358,14.49818136509912,1.0
118,1.0,0.5,24.4,7.125546533416615,2.0,-0.5422022153675841,-0.9344088511203809,0.11859531355277358,15.163187844083136,1.0
119,1.0,0.5,24.7,6.730793254216115,2.0,-0.35305133778759135,-1.0249708319993385,0.11859531355277358,15.86998988738078,1.0
120,1.0,1.0,23.5,5.176764522173642,1.0,-0.12060684187465466,0.6324142381273328,0.11859531355277421,14.634378120181145,1.0
121,1.0,1.0,23.8,6.845721424109931,1.0,-0.9016453224661204,-0.3086917425686268,0.11859531355277421,14.106793428876296,1.0
122,1.0,1.0,24.1,7.475327920049969,1.0,-0.8442603754214646,-0.6198070840703374,0.11859531355277421,13.88532955022937,1.0
123,1.0,1.0,24.4,7.57526545908807,2.0,-0.7308432046216103,-0.7986013369512728,0.11859531355277358,14.380597420645767,1.0
124,1.0,1.0,24.7,7.245471580262336,2.0,-0.5948607587945051,-0.9214324575593787,0.11859531355277358,14.945591076347855,1.0
