simulation_id,mu,Delta,chi,p,k,tauc,sleep_time,bedtime,number_of_switches,dlmo,x_f,xc_f,n_f,H_f,S_f
11,19.0,6.0,11.0,0.5,0.55,23.95,7.645,22.215,2.0,20.015,-0.7782181521351674,-0.7421447673097991,0.16805113894097712,14.104690897360518,1.0
12,19.0,6.0,11.0,0.5,0.55,24.1,7.600000000000001,22.395,2.0,20.305,-0.7363952315728324,-0.8012363661607352,0.16805113894097712,14.354472064103552,1.0
13,19.0,6.0,11.0,0.5,0.55,24.25,7.48,22.515,2.0,20.580000000000002,-0.6902788909292622,-0.8537195130360726,0.16805113894097712,14.557679311662781,1.0
14,19.0,6.0,11.0,0.5,0.55,24.4,7.359999999999999,22.635,2.0,20.855,-0.6402542265808788,-0.9006223557385094,0.16805113894097712,14.755373438200767,1.0
15,19.0,6.0,11.0,0.5,0.625,23.8,7.495000000000001,21.995,2.0,19.59,-0.8298039391111539,-0.6451576634089121,0.16805113894097712,13.879899920241538,1.0
16,19.0,6.0,11.0,0.5,0.625,23.95,7.625,22.1,2.0,19.895,-0.7971700787043388,-0.7144677113450432,0.16805113894097712,13.965386923634242,1.0
17,19.0,6.0,11.0,0.5,0.625,24.1,7.66,22.335,2.0,20.185000000000002,-0.7585670702341801,-0.7763629895155572,0.16805113894097712,14.253696725958408,1.0
18,19.0,6.0,11.0,0.5,0.625,24.25,7.545000000000002,22.45,2.0,20.465,-0.7155166705192876,-0.8311117654693349,0.16805113894097712,14.44733358512456,1.0
19,19.0,6.0,11.0,0.5,0.625,24.4,7.43,22.565,2.0,20.73,-0.6685254156682859,-0.8799490285378273,0.16805113894097712,14.643005448624203,1.0
20,19.0,6.0,11.0,0.5,0.7,23.8,7.43,21.995,2.0,19.46,-0.8432704736666853,-0.6115713563178147,0.16805113894097712,13.903555459094147,1.0
21,19.0,6.0,11.0,0.5,0.7,23.95,7.594999999999999,21.995,2.0,19.775000000000002,-0.8143204935250958,-0.685148066175167,0.16805113894097712,13.843512554696826,1.0
22,19.0,6.0,11.0,0.5,0.7,24.1,7.675000000000001,22.245,2.0,20.065,-0.7792448235356387,-0.7498591713864257,0.16805113894097712,14.131811549555083,1.0
23,19.0,6.0,11.0,0.5,0.7,24.25,7.605,22.39,2.0,20.345,-0.7389247397442348,-0.8076067754156202,0.16805113894097712,14.346053108494827,1.0
