lights_on,day,simulation_condition,sleep_onset,sleep_duration,cbtmin,sleep_latency_minutes,daily_condition,baseline_lux
8,7,ebook_second,21.995000000000005,7.185000000000002,2.140000000000015,0.0,None,500
8,8,ebook_second,21.995000000000005,7.5,1.8449999999999989,0.0,eBook,500
8,9,ebook_second,21.995000000000005,7.444999999999993,2.2750000000000057,0.0,eBook,500
8,10,ebook_second,21.995000000000005,7.430000000000007,2.194999999999993,0.0,eBook,500
8,11,ebook_second,21.995000000000005,7.4150000000000205,2.140000000000015,0.0,eBook,500
8,12,ebook_second,21.995000000000005,7.40500000000003,2.105000000000018,0.0,eBook,500
8,13,ebook_second,21.995000000000005,7.160000000000025,2.0749999999999886,0.0,None,500
9,1,ebook_second,23.735,6.260000000000002,6.0,104.09999999999997,None,500
9,2,ebook_second,23.28,6.715000000000003,5.435000000000002,76.80000000000007,Book,500
9,3,ebook_second,22.700000000000003,7.295000000000002,5.039999999999999,42.00000000000017,Book,500
9,4,ebook_second,22.299999999999997,7.695000000000007,4.019999999999996,17.99999999999983,Book,500
9,5,ebook_second,22.0,7.585000000000008,3.2549999999999955,0.0,Book,500
9,6,ebook_second,21.995000000000005,7.5,2.7049999999999983,0.0,Book,500
9,7,ebook_second,21.995000000000005,7.224999999999994,2.3000000000000114,0.0,None,500
9,8,ebook_second,21.995000000000005,7.534999999999997,1.9850000000000136,0.0,eBook,500
9,9,ebook_second,21.995000000000005,7.469999999999999,2.384999999999991,0.0,eBook,500
9,10,ebook_second,21.995000000000005,7.449999999999989,2.280000000000001,0.0,eBook,500
9,11,ebook_second,21.995000000000005,7.430000000000007,2.2050000000000125,0.0,eBook,500
9,12,ebook_second,21.995000000000005,7.4150000000000205,2.1499999999999773,0.0,eBook,500
