simulation_idx,day,simulation_condition,sleep_onset,sleep_duration,cbtmin,sleep_latency_minutes,daily_condition,indoor_light,reading_duration
29,7,chang14_ebook_second,21.995000000000005,6.609999999999985,2.5200000000000102,0.0,None,90,1
29,8,chang14_ebook_second,21.995000000000005,6.775000000000006,2.4250000000000114,0.0,eBook,90,1
29,9,chang14_ebook_second,21.995000000000005,6.7450000000000045,2.6599999999999966,0.0,eBook,90,1
29,10,chang14_ebook_second,21.995000000000005,6.735000000000014,2.5800000000000125,0.0,eBook,90,1
29,11,chang14_ebook_second,21.995000000000005,6.720000000000027,2.515000000000015,0.0,eBook,90,1
29,12,chang14_ebook_second,21.995000000000005,6.7099999999999795,2.465000000000032,0.0,eBook,90,1
29,13,chang14_ebook_second,21.995000000000005,6.589999999999975,2.420000000000016,0.0,None,90,1
32,1,chang14_ebook_first,22.75,6.344999999999999,3.5,45.0,None,90,1
32,2,chang14_ebook_first,22.675000000000004,6.474999999999994,3.3550000000000004,40.500000000000256,eBook,90,1
32,3,chang14_ebook_first,22.540000000000006,6.449999999999989,3.469999999999999,32.400000000000375,eBook,90,1
32,4,chang14_ebook_first,22.370000000000005,6.450000000000003,3.2650000000000006,22.200000000000273,eBook,90,1
32,5,chang14_ebook_first,22.22,6.450000000000003,3.0900000000000034,13.199999999999932,eBook,90,1
32,6,chang14_ebook_first,22.095,6.450000000000017,2.9450000000000074,5.699999999999932,eBook,90,1
32,7,chang14_ebook_first,22.03,6.335000000000008,2.825000000000017,1.8000000000000682,None,90,1
32,8,chang14_ebook_first,21.995000000000005,6.5049999999999955,2.700000000000017,0.0,Book,90,1
32,9,chang14_ebook_first,21.995000000000005,6.47999999999999,2.805000000000007,0.0,Book,90,1
32,10,chang14_ebook_first,21.995000000000005,6.460000000000008,2.6200000000000045,0.0,Book,90,1
32,11,chang14_ebook_first,21.995000000000005,6.439999999999998,2.469999999999999,0.0,Book,90,1
32,12,chang14_ebook_first,21.995000000000005,6.420000000000016,2.3450000000000273,0.0,Book,90,1
32,13,chang14_ebook_first,21.995000000000005,6.264999999999986,2.240000000000009,0.0,None,90,1
32,1,chang14_ebook_second,22.75,6.344999999999999,3.5,45.0,None,90,1
